a_processed_IndivTrial.txt,b_processed_IndivTrial.txt,c_processed_IndivTrial.txt,d_processed_IndivTrial.txt,e_processed_IndivTrial.txt,Average ERP Waveform,95% CI Lower Bound,95% CI Upper Bound,Standard Error
-0.0502669651,-0.51543879,-0.799049686260869,-0.319956956666666,-1.2234833871,-0.581639157025507,-1.2234833871,-0.0502669651,0.201797896772116
-0.00318744700000001,-0.635351616,-0.613021250347826,-0.289747745,-1.2185711884,-0.551975849349565,-1.2185711884,-0.00318744700000001,0.203095998822663
0.0379465634,-0.7565765125,-0.412966574608695,-0.251430890098039,-1.1797844592,-0.512562374601347,-1.1797844592,0.0379465634,0.210463450041218
0.0715915605,-0.8755235588,-0.204566049826087,-0.206171924607843,-1.1085682295,-0.464647640446786,-1.1085682295,0.0715915605,0.224216118441508
0.09664551,-0.9881121616,0.00612335765217361,-0.155354412843137,-1.0075362083,-0.409646783018193,-1.0075362083,0.09664551,0.243511320522633
0.1125114914,-1.0899571844,0.212891444,-0.100533977941177,-0.8803868148,-0.349095008348235,-1.0899571844,0.212891444,0.266630799662823
0.1191321028,-1.1765832297,0.409610733304348,-0.0433854673529412,-0.7317662198,-0.284598416149718,-1.1765832297,0.409610733304348,0.291436469407153
0.1169931562,-1.2436536173,0.590471145391304,0.014351436372549,-0.5670896433,-0.217785504527229,-1.2436536173,0.590471145391304,0.31572629675986
0.1070957204,-1.2872021021,0.750204943739131,0.0709294956862745,-0.3923246055,-0.150259309554919,-1.2872021021,0.750204943739131,0.337433437250128
0.0909011429,-1.3038539873,0.884290341304348,0.12465051372549,-0.2137432982,-0.0835510575140324,-1.3038539873,0.884290341304348,0.354724378760586
0.0702430622000001,-1.2910252947,0.989124387478261,0.173921164215686,-0.0376656970000001,-0.0190804755612105,-1.2910252947,0.989124387478261,0.366052892803836
0.0472199255,-1.2470875015,1.06215647826087,0.217302567745098,0.1298131008,0.0418809141611937,-1.2470875015,1.06215647826087,0.370198266764332
0.024073029,-1.171489184,1.10197762817391,0.253557888137255,0.2830786051,0.0982395932822335,-1.171489184,1.10197762817391,0.366298452277014
0.00304518639999996,-1.0648280245,1.10836001504348,0.281691407843137,0.4172353379,0.149100784537323,-1.0648280245,1.10836001504348,0.353879221950436
-0.0137506326,-0.9288675642,1.0822457673913,0.30098024,0.5283147274,0.193784507598261,-0.9288675642,1.0822457673913,0.332880106937079
-0.0244697043,-0.7664970339,1.02568571730435,0.310998556666667,0.6134387825,0.231831263654203,-0.7664970339,1.02568571730435,0.303681266147129
-0.0276509994,-0.5816370476,0.941732194173913,0.31162835627451,0.6709301798,0.263000536649685,-0.5816370476,0.941732194173913,0.267145923201439
-0.0223174164,-0.3790948933,0.834289527217391,0.303065876176471,0.7003713103,0.287262880798772,-0.3790948933,0.834289527217391,0.224724175890738
-0.00804958540000001,-0.1643766537,0.707931852956522,0.285812302941176,0.7025961158,0.30478280651954,-0.1643766537,0.707931852956522,0.178762295694216
0.0149782195,0.0565340298000001,0.567695969652175,0.26065785627451,0.679629029,0.315899020845337,0.0149782195,0.679629029,0.133524592451359
0.0459835712999999,0.277420749,0.41886004626087,0.228654102352941,0.6345609468,0.321095883142762,0.0459835712999999,0.6345609468,0.098477906666742
0.0836112816000001,0.4920885089,0.266719712,0.191078466764706,0.571377329199999,0.320975059692941,0.0836112816000001,0.571377329199999,0.091689541342517
0.1259915043,0.6946153714,0.116370140347826,0.149390040490196,0.4947412286,0.316221657027605,0.116370140347826,0.6946153714,0.118112651420877
0.1708375852,0.8795898288,-0.0274931732173911,0.105177968823529,0.4097445569,0.307571353301228,-0.0274931732173911,0.8795898288,0.159620165110211
0.2155627206,1.0423205464,-0.160746831826087,0.0601064069607843,0.3216449735,0.295777563126939,-0.160746831826087,1.0423205464,0.203517245803788
0.2574235816,1.1790101594,-0.279979054086957,0.0158544101960785,0.2355877377,0.281579366961824,-0.279979054086957,1.1790101594,0.244339760583882
0.2936718518,1.2868837286,-0.382588084086956,-0.0259452357843137,0.1563448244,0.265673416985746,-0.382588084086956,1.2868837286,0.279364597477254
0.3217126402,1.3642676307,-0.466837308869565,-0.0637658617647059,0.08806918,0.248689256053146,-0.466837308869565,1.3642676307,0.307022214115197
0.3392553538,1.4106142496,-0.531866633913044,-0.0962448314705882,0.0340902798,0.231169683563274,-0.531866633913044,1.4106142496,0.326422806670616
0.3444530137,1.4264736376,-0.577663108173913,-0.122236189901961,-0.00325292869999981,0.213554884904825,-0.577663108173913,1.4264736376,0.337201231262079
0.3360192304,1.4134156411,-0.604990058956522,-0.140856543921569,-0.0227179588999999,0.196174061944382,-0.604990058956522,1.4134156411,0.339455521966006
0.3133156757,1.3739056311,-0.615282791391304,-0.151521057843137,-0.0242132527000001,0.179240840973112,-0.615282791391304,1.3739056311,0.333711314342381
0.2764084606,1.3111444347,-0.61051748226087,-0.153970523529412,-0.00878154070000003,0.162856669761944,-0.61051748226087,1.3111444347,0.320889819488359
0.2260803595,1.2288788987,-0.593063999913043,-0.148286083039216,0.0214696444999998,0.147015763949548,-0.593063999913043,1.2288788987,0.302271576436187
0.1638117075,1.1311961109,-0.565528440695652,-0.134889643627451,0.0635020165000001,0.131618350115379,-0.565528440695652,1.1311961109,0.279452330969616
0.0917185863000001,1.022310613,-0.530596017478261,-0.114534293333333,0.1135219033,0.116484158357681,-0.530596017478261,1.022310613,0.254285858181873
0.0124543755,0.9063578544,-0.490882163739131,-0.0882780948039215,0.1672073081,0.101371855891389,-0.490882163739131,0.9063578544,0.228798493269603
-0.0709164137,0.7872030941,-0.448801862434783,-0.0574477581372549,0.2199535482,0.0859981216055924,-0.448801862434783,0.7872030941,0.205041749955945
-0.1550701059,0.6682761226,-0.406461664956522,-0.023589174509804,0.2671408792,0.0700592112867348,-0.406461664956522,0.6682761226,0.184828303017092
-0.2365894034,0.5524392493,-0.365580910695653,0.0115915460784313,0.3044007775,0.0532522517565557,-0.365580910695653,0.5524392493,0.1693263502723
-0.3121431332,0.4418957228,-0.327444125217391,0.0462948594117647,0.3278692344,0.0352945116388748,-0.327444125217391,0.4418957228,0.158640750862931
-0.3786500183,0.3381399239,-0.292885896695652,0.0787010469607843,0.334413173,0.0159436457730265,-0.3786500183,0.3381399239,0.151698981348406
-0.4334434672,0.2419509158,-0.262307906347826,0.107044991862745,0.3218174369,-0.00498760579701624,-0.4334434672,0.3218174369,0.146649179091675
-0.474407229,0.1534287467,-0.235722971043478,0.129692890490196,0.288922703,-0.0276171719706564,-0.474407229,0.288922703,0.141536382519337
-0.5000861469,0.0720705420000001,-0.212824291217392,0.145213025196078,0.2357064345,-0.0519840872842626,-0.5000861469,0.2357064345,0.134853089615154
-0.5097579699,-0.00312154139999988,-0.193070801913043,0.152442474509804,0.1633018332,-0.0780412011006479,-0.5097579699,0.1633018332,0.12581600014776
-0.5034700181,-0.0735059145,-0.175784035217391,0.150544972941176,0.0739544163000001,-0.105652115715243,-0.5034700181,0.150544972941176,0.114478470120369
-0.4820307561,-0.1406515963,-0.160247057478261,0.139054198921569,-0.0290831090999999,-0.134591664011338,-0.4820307561,0.139054198921569,0.101838833006976
-0.4469626217,-0.2061793741,-0.145798927652174,0.117907323039216,-0.14171275,-0.164549270082592,-0.4469626217,0.117907323039216,0.0900403175585796
-0.40041504,-0.2716054926,-0.131918367217391,0.0874586531372549,-0.2591929074,-0.195134630816027,-0.40041504,0.0874586531372549,0.082445910151597
-0.3450446184,-0.3381964655,-0.11828826,0.0484795106862745,-0.3763902173,-0.225888010102745,-0.3763902173,0.0484795106862745,0.0825583561827494
-0.2838635589,-0.4068434313,-0.104839465043478,0.00213903539215689,-0.4880400108,-0.256289486130264,-0.4880400108,0.00213903539215689,0.0913393494621656
-0.2200773463,-0.4779631725,-0.0917682439999999,-0.0500311233333333,-0.5890238723,-0.285772751686667,-0.5890238723,-0.0500311233333333,0.106401633125623
-0.1569033376,-0.5514307065,-0.079527386,-0.106187891764706,-0.6746445637,-0.313738777112941,-0.6746445637,-0.079527386,0.124354360782177
-0.0973960993,-0.6265475091,-0.0687915891304348,-0.164243613137255,-0.7408724511,-0.339570252353538,-0.7408724511,-0.0687915891304348,0.142497058897971
-0.0442801436,-0.7020465162,-0.0603998323478262,-0.221942601470588,-0.7845653287,-0.362646884463683,-0.7845653287,-0.0442801436,0.159015037191932
0.000196370899999989,-0.7761334521,-0.0552785280869566,-0.276948911078431,-0.8036401306,-0.382360930193078,-0.8036401306,0.000196370899999989,0.172768290473887
0.0343827946,-0.846562933,-0.0543520364347828,-0.326938331078431,-0.7971910955,-0.398132320282643,-0.846562933,0.0343827946,0.183120276425538
0.0573090006,-0.9107429711,-0.0584461760869566,-0.369691946372549,-0.7655471921,-0.409423857011901,-0.9107429711,0.0573090006,0.189835218222202
0.0687311628999999,-0.9658637582,-0.0681932939130435,-0.403190335686275,-0.7102636717,-0.415755979319864,-0.9658637582,0.0687311628999999,0.193007623673135
0.0691336012999999,-1.0090431368,-0.0839450724347828,-0.425699020588235,-0.6340502773,-0.416720781164604,-1.0090431368,0.0691336012999999,0.192996456565888
0.0596919043,-1.0374808242,-0.105701246956522,-0.435845790294118,-0.540637660299999,-0.411994723490128,-1.0374808242,0.0596919043,0.190348983365168
0.0421907236,-1.04861451,-0.133059321304348,-0.432685540490196,-0.4345906543,-0.401351860498909,-1.04861451,0.0421907236,0.185707628390829
0.0189114483000001,-1.0402683517,-0.165191233565217,-0.415748115490196,-0.3210774414,-0.384674738771083,-1.0402683517,0.0189114483000001,0.179703641551702
-0.00751228320000002,-1.0107876701,-0.200849109913043,-0.385069188627451,-0.2056021218,-0.361964074728099,-1.0107876701,-0.00751228320000002,0.172850957319875
-0.0342613357,-0.959151644,-0.238401848956522,-0.341200149019608,-0.0937235505,-0.333347705635226,-0.959151644,-0.0342613357,0.165465908610463
-0.058503815,-0.8850599407,-0.275901076782609,-0.285199461960784,0.00923321679999998,-0.299086215528679,-0.8850599407,0.00923321679999998,0.157644594415747
-0.0775732952,-0.7889882012,-0.311174406173913,-0.218601388137255,0.0984520087,-0.259577056402234,-0.7889882012,0.0984520087,0.149319729553573
-0.0891372253,-0.6722105589,-0.341940426173913,-0.143367089509804,0.1698778069,-0.215355498596743,-0.6722105589,0.1698778069,0.140402701760906
-0.0913435653,-0.5367871528,-0.365940076086957,-0.0618163680392157,0.2204336208,-0.167090708285234,-0.5367871528,0.2204336208,0.130998464529098
-0.082944662,-0.3855177073,-0.381074712260869,0.0234545459803921,0.2481750618,-0.115581494756095,-0.3855177073,0.2481750618,0.121669064124197
-0.0633799438,-0.2218630493,-0.385544492521739,0.109667505196078,0.2524020596,-0.0617435841651321,-0.385544492521739,0.2524020596,0.113700746719866
-0.0328251216999999,-0.0498379743,-0.377976779130435,0.193966450686274,0.2336945987,-0.00659576514883203,-0.377976779130435,0.2336945987,0.109189373732671
0.00780698120000006,0.1261199276,-0.357535138434783,0.273524123431373,0.1938902103,0.048761220819318,-0.357535138434783,0.273524123431373,0.11052581978411
0.0569069857,0.3013008374,-0.324003839565217,0.345649451568628,0.1359883343,0.103168353880682,-0.324003839565217,0.345649451568628,0.119110644342883
0.1122494594,0.4708856897,-0.277838366521739,0.407891045490196,0.0640006418999999,0.155437693993691,-0.277838366521739,0.4708856897,0.134386427029596
0.1711131166,0.6301160516,-0.220178687652174,0.458130881470588,-0.0172551012,0.204385252163683,-0.220178687652174,0.6301160516,0.154291862749976
0.2304306033,0.7744645869,-0.152822750521739,0.494666844901961,-0.1024035345,0.248867150016044,-0.152822750521739,0.7744645869,0.176317317912086
0.2869610683,0.89979786,-0.0781596911304348,0.516278649215686,-0.1857877115,0.28781803497705,-0.1857877115,0.89979786,0.198110624650495
0.3374718279,1.002527432,0.000936276869565073,0.522275053823529,-0.2617658807,0.320288941978619,-0.2617658807,1.002527432,0.217636961420752
0.3789282,1.0797431436,0.0812440675652175,0.512522248235294,-0.3250025733,0.345487017220102,-0.3250025733,1.0797431436,0.233187882154129
0.408668198,1.1293245928,0.159360688608696,0.487447793235294,-0.3707520063,0.362809853268798,-0.3707520063,1.1293245928,0.243381081248532
0.4245626888,1.1500258859,0.231884682521739,0.448026091470588,-0.3951049029,0.371878889158466,-0.3951049029,1.1500258859,0.24717900829912
0.4251461365,1.1415312727,0.295606761391304,0.395739310588235,-0.3952011938,0.372564457475908,-0.3952011938,1.1415312727,0.243926059695087
0.4097113196,1.1044795101,0.34769676973913,0.332521108921568,-0.3693851351,0.36500471465214,-0.3693851351,1.1044795101,0.233399320333839
0.3783618578,1.0404563056,0.385876724,0.260681865098039,-0.3173035155,0.349614647399608,-0.3173035155,1.0404563056,0.215881033532769
0.3320242507,0.9519537108,0.408567786869565,0.182818759411765,-0.2399362731,0.327085646936266,-0.2399362731,0.9519537108,0.19228242493916
0.2724067926,0.8422980091,0.415003190782609,0.101716981176471,-0.1395597069,0.298373053351816,-0.1395597069,0.8422980091,0.164406494148715
0.2019227252,0.7155494871,0.405297228608696,0.0202422190196078,-0.0196491748000002,0.264672497025661,-0.0196491748000002,0.7155494871,0.135570624224299
0.1235661455,0.5763732702,0.380466213478261,-0.0587687448039216,0.1152860053,0.227384577934868,-0.0587687448039216,0.5763732702,0.111905132921601
0.0407620694,0.4298874067,0.342398266521739,-0.132615119215686,0.2599094948,0.188068423641211,-0.132615119215686,0.4298874067,0.102954445541571
-0.0428165664,0.2814920614,0.293769964521739,-0.198834937941176,0.4083154281,0.148385189936113,-0.198834937941176,0.4083154281,0.114790641921127
-0.1234389988,0.1366845867,0.237914922695652,-0.255296417058823,0.5543048229,0.110033783287366,-0.255296417058823,0.5543048229,0.141847859172776
-0.1975159426,0.000865249099999996,0.178649049999999,-0.300275254019608,0.6916848033,0.0746815811560784,-0.300275254019608,0.6916848033,0.174876410898656
-0.2617932603,-0.1208596549,0.120060127478261,-0.332517896078431,0.814558167400001,0.0438894967199661,-0.332517896078431,0.814558167400001,0.207605265011507
-0.3135228017,-0.2238702495,0.0662748052173915,-0.351284648431373,0.9176036656,0.0190401542372038,-0.351284648431373,0.9176036656,0.236261670567068
-0.350612049,-0.3042157282,0.021213348173913,-0.356371616372549,0.9963232953,0.00126744998027275,-0.356371616372549,0.9963232953,0.258416217553693
-0.3717354097,-0.3587798164,-0.0116534652173914,-0.348113103235294,1.0472458751,-0.00860718389053723,-0.3717354097,1.0472458751,0.272450198404943
-0.3764051911,-0.3854229203,-0.0295310777391306,-0.327362892254902,1.0680862261,-0.0101271710588065,-0.3854229203,1.0680862261,0.277359480780251
-0.3649950895,-0.3830937531,-0.0304992208695652,-0.295454809607843,1.0578347546,-0.00324162369548162,-0.3830937531,1.0578347546,0.272687349673224
-0.3387187958,-0.3519056058,-0.0136681506086957,-0.254145925196078,1.0167915977,0.0116706240590452,-0.3519056058,1.0167915977,0.258508131736719
-0.2995631509,-0.2931740779,0.0207163946956522,-0.205542947745098,0.9465336054,0.0337939647101109,-0.2995631509,0.9465336054,0.235433844169011
-0.2501777886,-0.2094090928,0.0712282436521739,-0.152016214705882,0.8498162212,0.0618882737492583,-0.2501777886,0.8498162212,0.204653402605444
-0.1937237456,-0.1042619462,0.135279617652174,-0.096104463627451,0.7304230461,0.0943225016649445,-0.1937237456,0.7304230461,0.168072936635896
-0.1337058808,0.0175740368,0.209204344869565,-0.0404129380392158,0.5929690826,0.12912572908607,-0.1337058808,0.5929690826,0.128808158934645
-0.0737760134,0.1505086628,0.288405040260869,0.0124892050980392,0.4426579891,0.164056976771782,-0.0737760134,0.4426579891,0.0929520958342163
-0.0175311689,0.288242627,0.367555702173913,0.0601701154901961,0.2850215408,0.196691763312822,-0.0175311689,0.367555702173913,0.0741309047718944
0.0316821516,0.4239940769,0.440852006086956,0.100429782058824,0.1256466972,0.224520942769156,0.0316821516,0.440852006086956,0.0862989548543551
0.0709538659,0.5507544328,0.50229768626087,0.131386747647059,-0.0300946511999998,0.245059616281586,-0.0300946511999998,0.5507544328,0.118017996463624
0.0979653141,0.6615676223,0.546010690869565,0.151550112156863,-0.1772976632,0.255959215245286,-0.1772976632,0.6615676223,0.153659183700857
0.1111221293,0.7498221296,0.566536417217391,0.159876942745098,-0.3117525243,0.255121018912498,-0.3117525243,0.7498221296,0.18612649831039
0.109635995,0.8095428798,0.559148636956522,0.155812803333333,-0.4301181533,0.240804432357971,-0.4301181533,0.8095428798,0.212058047018903
0.0935685017,0.8356735276,0.520123895826087,0.139313895098039,-0.5300608464,0.211723794764825,-0.5300608464,0.8356735276,0.229550888928436
0.0638277427,0.8243340556,0.446973423913044,0.110848398627451,-0.6103239957,0.167131925028099,-0.6103239957,0.8243340556,0.237539807509411
0.0221150006,0.7730431288,0.338620151478261,0.071380648137255,-0.6707458834,0.106882609123103,-0.6707458834,0.7730431288,0.235650603180357
-0.0291683888,0.6808937902,0.195509708173913,0.0223336898039215,-0.7122117161,0.0314714166555669,-0.7122117161,0.6808937902,0.224219007484555
-0.0870519379000001,0.5486711618,0.0196494156521741,-0.0344615889215686,-0.7365542083,-0.0579494315338788,-0.7365542083,0.5486711618,0.204439869279272
-0.1481628698,0.3789043505,-0.185429019130435,-0.096835318627451,-0.7463987845,-0.159584328311577,-0.7463987845,0.3789043505,0.17875361523258
-0.2089051847,0.1758475871,-0.414781347217391,-0.162358362254902,-0.7449696225,-0.271033385914459,-0.7449696225,0.1758475871,0.151764918693932
-0.2656621422,-0.0546125189999997,-0.662232479130435,-0.228432107156863,-0.7358645323,-0.389360755957459,-0.7358645323,-0.0546125189999997,0.131867282432653
-0.3149883643,-0.305123906099999,-0.920619462521738,-0.292385039705882,-0.7228067663,-0.511184707785524,-0.920619462521738,-0.292385039705882,0.130623135006005
-0.353797009,-0.5671062191,-1.18208455869565,-0.351571741568628,-0.7094006202,-0.632792029712856,-1.18208455869565,-0.351571741568628,0.153105985561489
-0.3795266629,-0.831050822,-1.43840299165217,-0.403470519705882,-0.69888756,-0.750267711251611,-1.43840299165217,-0.3795266629,0.192407537801101
-0.3902788262,-1.0868722875,-1.68132715608696,-0.445777786568628,-0.6939281275,-0.859636836771117,-1.68132715608696,-0.3902788262,0.239358158705256
-0.3849179765,-1.3243005609,-1.90293260826087,-0.476494143137255,-0.6964178721,-0.957012632179625,-1.90293260826087,-0.3849179765,0.287729470691043
-0.3631306586,-1.5332959575,-2.09594473286956,-0.494000133137255,-0.7073505162,-1.03874439966136,-2.09594473286956,-0.3631306586,0.333562283308049
-0.3254420133,-1.7044706716,-2.25403148878261,-0.497118919901961,-0.7267254492,-1.10155770855691,-2.25403148878261,-0.3254420133,0.37415911718295
-0.2731836315,-1.8294972686,-2.37204617956522,-0.485162502254902,-0.753525227,-1.14268296178402,-2.37204617956522,-0.2731836315,0.407606047298517
-0.2084206681,-1.901486012,-2.44620830347826,-0.457962149607843,-0.7857438698,-1.15996420059722,-2.44620830347826,-0.2084206681,0.432583016240517
-0.1338451028,-1.9153129709,-2.47421315173913,-0.415880091372549,-0.8204754791,-1.15194535918234,-2.47421315173913,-0.1338451028,0.448292020773068
-0.0526262473000001,-1.8678820551,-2.45526543408696,-0.359801979901961,-0.8540649487,-1.11792813301778,-2.45526543408696,-0.0526262473000001,0.454430913003718
0.0317483051,-1.7583068583,-2.39003615782609,-0.291112383431373,-0.8822991324,-1.05800124537149,-2.39003615782609,0.0317483051,0.451181161027384
0.1156602766,-1.5880031603,-2.28054747973913,-0.211651783431373,-0.9006383583,-0.973036101034101,-2.28054747973913,0.1156602766,0.439202561715164
0.1955397169,-1.3606838368,-2.1299915093913,-0.123657434117647,-0.9044792922,-0.86465447112179,-2.1299915093913,0.1955397169,0.419630628861253
0.2680475681,-1.0822540586,-1.94249705521739,-0.0296911649019608,-0.8894241264,-0.73516376740387,-1.94249705521739,0.2680475681,0.394084139050731
0.3302399089,-0.7606090996,-1.72285800869565,0.0674448018627452,-0.8515580507,-0.587468089646581,-1.72285800869565,0.3302399089,0.364686882900703
